fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
08. Feb;0.885;0.2;01. Apr;0.086;7;31;0.9946;03. Nov;0.46;10;5
05. Feb;0.49;0.26;02. Mrz;0.09;23;74;0.9953;Mrz 71;0.62;12. Feb;6
07. Feb;0.45;0.15;2;0.078;10;28;0.99609;Mrz 29;0.51;09. Sep;6
07. Mai;0.57;0.02;02. Jun;0.077;11;35;0.99557;Mrz 36;0.62;10. Aug;6
07. Mai;0.57;0.02;02. Jun;0.077;11;35;0.99557;Mrz 36;0.62;10. Aug;6
06. Aug;0.83;0.09;01. Aug;0.074;4;25;0.99534;Mrz 38;0.45;09. Jun;5
8;0.6;0.22;02. Jan;0.08;25;105;0.99613;03. Mrz;0.49;09. Sep;5
8;0.6;0.22;02. Jan;0.08;25;105;0.99613;03. Mrz;0.49;09. Sep;5
07. Jan;0.755;0.15;01. Aug;0.107;20;84;0.99593;Mrz 19;0.5;09. Mai;5
8;0.81;0.25;03. Apr;0.076;34;85;0.99668;Mrz 19;0.42;09. Feb;5
07. Apr;0.64;0.07;01. Aug;0.1;8;23;0.9961;03. Mrz;0.58;09. Jun;5
07. Apr;0.64;0.07;01. Aug;0.1;8;23;0.9961;03. Mrz;0.58;09. Jun;5
06. Jun;0.64;0.31;06. Jan;0.083;7;49;0.99718;Mrz 35;0.68;10. Mrz;5
06. Jul;0.48;0.02;02. Feb;0.08;36;111;0.99524;03. Jan;0.53;09. Jul;5
6;0.49;0;02. Mrz;0.068;15;33;0.99292;Mrz 58;0.59;12. Mai;6
8;0.64;0.22;02. Apr;0.094;5;33;0.99612;Mrz 37;0.58;11;5
07. Jan;0.62;0.06;01. Mrz;0.07;5;12;0.9942;Mrz 17;0.48;09. Aug;5
8;0.52;0.25;2;0.078;19;59;0.99612;03. Mrz;0.48;10. Feb;5
06. Apr;0.57;0.14;03. Sep;0.07;27;73;0.99669;Mrz 32;0.48;09. Feb;5
08. Jun;0.685;0.1;01. Jun;0.092;3;12;0.99745;Mrz 31;0.65;Sep 55;6
08. Jul;0.675;0.1;01. Jun;0.09;4;11;0.99745;Mrz 31;0.65;Sep 55;5
07. Mrz;0.59;0.26;2;0.08;17;104;0.99584;Mrz 28;0.52;09. Sep;5
7;0.6;0.12;02. Feb;0.083;13;28;0.9966;Mrz 52;0.62;10. Feb;7
07. Feb;0.67;0;02. Feb;0.068;10;24;0.9956;Mrz 42;0.72;11. Jan;6
07. Sep;0.69;0.21;02. Jan;0.08;33;141;0.9962;Mrz 25;0.51;09. Sep;5
07. Sep;0.69;0.21;02. Jan;0.08;33;141;0.9962;Mrz 25;0.51;09. Sep;5
07. Jun;0.3;0.42;2;0.052;6;24;0.9963;Mrz 44;0.82;11. Sep;6
07. Feb;0.33;0.33;01. Jul;0.061;3;13;0.996;Mrz 23;01. Jan;10;8
8;0.5;0.39;02. Jun;0.082;12;46;0.9985;Mrz 43;0.62;10. Jul;6
07. Jul;0.28;0.3;2;0.062;18;34;0.9952;Mrz 28;0.9;11. Mrz;7
08. Feb;0.24;0.34;05. Jan;0.062;8;22;0.9974;Mrz 22;0.94;10. Sep;6
6;0.51;0;02. Jan;0.064;40;54;0.995;Mrz 54;0.93;10. Jul;6
08. Jan;0.29;0.36;02. Feb;0.048;35;53;0.995;Mrz 27;01. Jan;12. Apr;7
6;0.51;0;02. Jan;0.064;40;54;0.995;Mrz 54;0.93;10. Jul;6
06. Jun;0.96;0;01. Aug;0.082;5;16;0.9936;03. Mai;0.44;11. Sep;6
06. Apr;0.47;0.4;02. Apr;0.071;8;19;0.9963;Mrz 56;0.73;10. Jun;6
08. Feb;0.24;0.34;05. Jan;0.062;8;22;0.9974;Mrz 22;0.94;10. Sep;6
09. Sep;0.57;0.25;2;0.104;12;89;0.9963;03. Apr;0.9;10. Jan;5
10;0.32;0.59;02. Feb;0.077;3;15;0.9994;03. Feb;0.78;09. Jun;5
06. Feb;0.58;0;01. Jun;0.065;8;18;0.9966;Mrz 56;0.84;09. Apr;5
10;0.32;0.59;02. Feb;0.077;3;15;0.9994;03. Feb;0.78;09. Jun;5
07. Mrz;0.34;0.33;02. Mai;0.064;21;37;0.9952;Mrz 35;0.77;12. Jan;7
07. Aug;0.53;0.01;01. Jun;0.077;3;19;0.995;Mrz 16;0.46;09. Aug;5
07. Jul;0.64;0.21;02. Feb;0.077;32;133;0.9956;Mrz 27;0.45;09. Sep;5
07. Aug;0.53;0.01;01. Jun;0.077;3;19;0.995;Mrz 16;0.46;09. Aug;5
07. Mai;0.4;0.18;01. Jun;0.079;24;58;0.9965;Mrz 34;0.58;09. Apr;5
7;0.54;0;02. Jan;0.079;39;55;0.9956;Mrz 39;0.84;11. Apr;6
06. Apr;0.53;0.09;03. Sep;0.123;14;31;0.9968;03. Mai;0.67;11;4
08. Mrz;0.26;0.37;01. Apr;0.076;8;23;0.9974;Mrz 26;0.7;09. Jun;6
08. Mrz;0.26;0.37;01. Apr;0.076;8;23;0.9974;Mrz 26;0.7;09. Jun;6
07. Jul;0.23;0.37;01. Aug;0.046;23;60;0.9971;Mrz 41;0.71;12. Jan;6
07. Jun;0.41;0.33;02. Mai;0.078;6;23;0.9957;03. Mrz;0.58;11. Feb;5
07. Aug;0.64;0;01. Sep;0.072;27;55;0.9962;Mrz 31;0.63;11;5
07. Sep;0.18;0.4;02. Feb;0.049;38;67;0.996;Mrz 33;0.93;11. Mrz;5
07. Apr;0.41;0.24;01. Aug;0.066;18;47;0.9956;Mrz 37;0.62;10. Apr;5
07. Jun;0.43;0.31;02. Jan;0.069;13;74;0.9958;Mrz 26;0.54;09. Sep;6
05. Sep;0.44;0;01. Jun;0.042;3;11;0.9944;Mrz 48;0.85;11. Jul;6
06. Jan;0.4;0.16;01. Aug;0.069;11;25;0.9955;Mrz 42;0.74;10. Jan;7
10. Feb;0.54;0.37;15. Apr;0.214;55;95;100.369;Mrz 18;0.77;9;6
10. Feb;0.54;0.37;15. Apr;0.214;55;95;100.369;Mrz 18;0.77;9;6
10;0.38;0.38;01. Jun;0.169;27;90;0.99914;Mrz 15;0.65;08. Mai;5
06. Aug;0.915;0.29;04. Aug;0.07;15;39;0.99577;Mrz 53;0.54;11. Jan;5
7;0.59;0;01. Jul;0.052;3;8;0.996;Mrz 41;0.47;10. Mrz;5
07. Mrz;0.67;0.02;02. Feb;0.072;31;92;0.99566;Mrz 32;0.68;110.666.666.666.667;6
07. Feb;0.37;0.32;2;0.062;15;28;0.9947;Mrz 23;0.73;11. Mrz;7
07. Apr;0.785;0.19;05. Feb;0.094;19;98;0.99713;Mrz 16;0.52;956.666.666.666.667;6
06. Sep;0.63;0.02;01. Sep;0.078;18;30;0.99712;03. Apr;0.75;09. Aug;5
06. Sep;0.58;0.2;Jan 75;0.058;8;22;0.99322;Mrz 38;0.49;11. Jul;5
07. Mrz;0.67;0.02;02. Feb;0.072;31;92;0.99566;Mrz 32;0.68;11. Jan;6
07. Apr;0.785;0.19;05. Feb;0.094;19;98;0.99713;Mrz 16;0.52;09. Jun;6
06. Sep;0.63;0.02;01. Sep;0.078;18;30;0.99712;03. Apr;0.75;09. Aug;5
06. Aug;0.67;0;01. Sep;0.08;22;39;0.99701;03. Apr;0.74;09. Jul;5
06. Sep;0.58;0.01;01. Sep;0.08;40;54;0.99683;03. Apr;0.73;09. Jul;5
07. Feb;0.38;0.31;2;0.056;15;29;0.99472;Mrz 23;0.76;11. Mrz;8
07. Feb;0.37;0.32;2;0.062;15;28;0.9947;Mrz 23;0.73;11. Mrz;7
07. Aug;0.32;0.44;02. Jul;0.104;8;17;0.99732;Mrz 33;0.78;11;7
06. Jun;0.58;0.02;2;0.062;37;53;0.99374;Mrz 35;0.76;11. Jun;7
07. Jun;0.49;0.33;01. Sep;0.074;27;85;0.99706;Mrz 41;0.58;9;5
11. Jul;0.45;0.63;02. Feb;0.073;7;23;0.99974;Mrz 21;0.69;10. Sep;6
06. Mai;0.9;0;01. Jun;0.052;9;17;0.99467;03. Mai;0.63;10. Sep;6
6;0.54;0.06;01. Aug;0.05;38;89;0.99236;03. Mrz;0.5;Okt 55;6
07. Jun;0.49;0.33;01. Sep;0.074;27;85;0.99706;Mrz 41;0.58;9;5
08. Apr;0.29;0.4;01. Jul;0.067;8;20;0.99603;Mrz 39;0.6;10. Mai;5
07. Sep;0.2;0.35;01. Jul;0.054;7;15;0.99458;Mrz 32;0.8;11. Sep;7
06. Apr;0.42;0.09;02. Mrz;0.054;34;64;0.99724;Mrz 41;0.68;10. Apr;6
06. Feb;0.785;0;02. Jan;0.06;6;13;0.99664;Mrz 59;0.61;10;4
06. Aug;0.64;0.03;02. Mrz;0.075;14;31;0.99545;Mrz 36;0.58;10. Apr;6
06. Sep;0.63;0.01;02. Apr;0.076;14;39;0.99522;Mrz 34;0.53;10. Aug;6
06. Aug;0.59;0.1;01. Jul;0.063;34;53;0.9958;Mrz 41;0.67;09. Jul;5
06. Aug;0.59;0.1;01. Jul;0.063;34;53;0.9958;Mrz 41;0.67;09. Jul;5
07. Mrz;0.48;0.32;02. Jan;0.062;31;54;0.99728;03. Mrz;0.65;10;7
06. Jul;01. Apr;0.08;02. Mrz;0.067;19;32;0.99648;Mrz 52;0.57;11;4
07. Mrz;0.48;0.32;02. Jan;0.062;31;54;0.99728;03. Mrz;0.65;10;7
07. Mrz;0.98;0.05;02. Jan;0.061;20;49;0.99705;Mrz 31;0.55;09. Jul;3
10;0.69;0.11;01. Apr;0.084;8;24;0.99578;Feb 88;0.47;09. Jul;5
06. Jul;0.7;0.08;Mrz 75;0.067;8;16;0.99334;Mrz 43;0.52;12. Jun;5
07. Jun;0.35;0.6;02. Jun;0.073;23;44;0.99656;Mrz 38;0.79;11. Jan;6
06. Jan;0.6;0.08;01. Aug;0.071;14;45;0.99336;Mrz 38;0.54;11;5
09. Sep;0.5;0.5;13. Aug;0.205;48;82;100.242;Mrz 16;0.75;08. Aug;5
05. Mrz;0.47;0.11;02. Feb;0.048;16;89;0.99182;Mrz 54;0.88;135.666.666.666.667;7
09. Sep;0.5;0.5;13. Aug;0.205;48;82;100.242;Mrz 16;0.75;08. Aug;5
05. Mrz;0.47;0.11;02. Feb;0.048;16;89;0.99182;Mrz 54;0.88;13. Jun;7
07. Jan;0.875;0.05;05. Jul;0.082;3;14;0.99808;03. Apr;0.52;10. Feb;3
08. Feb;0.28;0.6;3;0.104;10;22;0.99828;Mrz 39;0.68;10. Jun;5
05. Jun;0.62;0.03;01. Mai;0.08;6;13;0.99498;Mrz 66;0.62;10. Jan;4
08. Feb;0.28;0.6;3;0.104;10;22;0.99828;Mrz 39;0.68;10. Jun;5
07. Feb;0.58;0.54;02. Jan;0.114;3;9;0.99719;Mrz 33;0.57;10. Mrz;4
08. Jan;0.33;0.44;01. Mai;0.042;6;12;0.99542;Mrz 35;0.61;10. Jul;5
06. Aug;0.91;0.06;2;0.06;4;11;0.99592;Mrz 53;0.64;10. Sep;4
7;0.655;0.16;02. Jan;0.074;8;25;0.99606;Mrz 37;0.55;09. Jul;5
06. Aug;0.68;0.21;02. Jan;0.07;9;23;0.99546;Mrz 38;0.6;10. Mrz;5
6;0.64;0.05;01. Sep;0.066;9;17;0.99496;Mrz 52;0.78;10. Jun;5
05. Jun;0.54;0.04;01. Jul;0.049;5;13;0.9942;Mrz 72;0.58;11. Apr;5
06. Feb;0.57;0.1;02. Jan;0.048;4;11;0.99448;Mrz 44;0.76;10. Aug;6
07. Jan;0.22;0.49;01. Aug;0.039;8;18;0.99344;Mrz 39;0.56;12. Apr;6
05. Jun;0.54;0.04;01. Jul;0.049;5;13;0.9942;Mrz 72;0.58;11. Apr;5
06. Feb;0.65;0.06;01. Jun;0.05;6;18;0.99348;Mrz 57;0.54;Nov 95;5
07. Jul;0.54;0.26;01. Sep;0.089;23;147;0.99636;Mrz 26;0.59;09. Jul;5
06. Apr;0.31;0.09;01. Apr;0.066;15;28;0.99459;Mrz 42;0.7;10;7
7;0.43;0.02;01. Sep;0.08;15;28;0.99492;Mrz 35;0.81;10. Jun;6
07. Jul;0.54;0.26;01. Sep;0.089;23;147;0.99636;Mrz 26;0.59;09. Jul;5
06. Sep;0.74;0.03;02. Mrz;0.054;7;16;0.99508;Mrz 45;0.63;11. Mai;6
06. Jun;0.895;0.04;02. Mrz;0.068;7;13;0.99582;Mrz 53;0.58;10. Aug;6
06. Sep;0.74;0.03;02. Mrz;0.054;7;16;0.99508;Mrz 45;0.63;11. Mai;6
07. Mai;0.725;0.04;01. Mai;0.076;8;15;0.99508;Mrz 26;0.53;09. Jun;5
07. Aug;0.82;0.29;04. Mrz;0.083;21;64;0.99642;Mrz 16;0.53;09. Apr;5
07. Mrz;0.585;0.18;02. Apr;0.078;15;60;0.99638;Mrz 31;0.54;09. Aug;5
06. Feb;0.44;0.39;02. Mai;0.077;6;14;0.99555;Mrz 51;0.69;11;6
07. Mai;0.38;0.57;02. Mrz;0.106;5;12;0.99605;Mrz 36;0.55;11. Apr;6
06. Jul;0.76;0.02;01. Aug;0.078;6;12;0.996;Mrz 55;0.63;Sep 95;3
06. Aug;0.81;0.05;2;0.07;6;14;0.99562;Mrz 51;0.66;10. Aug;6
07. Mai;0.38;0.57;02. Mrz;0.106;5;12;0.99605;Mrz 36;0.55;11. Apr;6
07. Jan;0.27;0.6;02. Jan;0.074;17;25;0.99814;Mrz 38;0.72;10. Jun;6
07. Sep;0.18;0.4;01. Aug;0.062;7;20;0.9941;Mrz 28;0.7;11. Jan;5
06. Apr;0.36;0.21;02. Feb;0.047;26;48;0.99661;Mrz 47;0.77;09. Jul;6
07. Jan;0.69;0.04;02. Jan;0.068;19;27;0.99712;Mrz 44;0.67;09. Aug;5
06. Apr;0.79;0.04;02. Feb;0.061;11;17;0.99588;Mrz 53;0.65;10. Apr;6
06. Apr;0.56;0.15;01. Aug;0.078;17;65;0.99294;Mrz 33;0.6;10. Mai;6
06. Sep;0.84;0.21;04. Jan;0.074;16;65;0.99842;Mrz 53;0.72;923.333.333.333.333;6
06. Sep;0.84;0.21;04. Jan;0.074;16;65;0.99842;Mrz 53;0.72;Sep 25;6
06. Jan;0.32;0.25;02. Mrz;0.071;23;58;0.99633;Mrz 42;0.97;10. Jun;5
06. Mai;0.53;0.06;2;0.063;29;44;0.99489;Mrz 38;0.83;10. Mrz;6
07. Apr;0.47;0.46;02. Feb;0.114;7;20;0.99647;Mrz 32;0.63;10. Mai;5
06. Jun;0.7;0.08;02. Jun;0.106;14;27;0.99665;Mrz 44;0.58;10. Feb;5
06. Mai;0.53;0.06;2;0.063;29;44;0.99489;Mrz 38;0.83;10. Mrz;6
06. Sep;0.48;0.2;01. Sep;0.082;9;23;0.99585;Mrz 39;0.43;09. Mai;4
06. Jan;0.32;0.25;02. Mrz;0.071;23;58;0.99633;Mrz 42;0.97;10. Jun;5
06. Aug;0.48;0.25;2;0.076;29;61;0.9953;Mrz 34;0.6;10. Apr;5
6;0.42;0.19;2;0.075;22;47;0.99522;Mrz 39;0.78;10;6
06. Jul;0.48;0.08;02. Jan;0.064;18;34;0.99552;Mrz 33;0.64;09. Jul;5
06. Aug;0.47;0.08;02. Feb;0.064;18;38;0.99553;03. Mrz;0.65;09. Jun;6
07. Jan;0.53;0.07;01. Jul;0.071;15;24;0.9951;Mrz 29;0.66;10. Aug;6
07. Sep;0.29;0.49;02. Feb;0.096;21;59;0.99714;Mrz 31;0.67;10. Jan;6
07. Jan;0.69;0.08;02. Jan;0.063;42;52;0.99608;Mrz 42;0.6;10. Feb;6
06. Jun;0.44;0.09;02. Feb;0.063;9;18;0.99444;Mrz 42;0.69;11. Mrz;6
06. Jan;0.705;0.1;02. Aug;0.081;13;28;0.99631;03. Jun;0.66;10. Feb;5
07. Feb;0.53;0.13;2;0.058;18;22;0.99573;Mrz 21;0.68;09. Sep;6
8;0.39;0.3;01. Sep;0.074;32;84;0.99717;Mrz 39;0.61;9;5
06. Jun;0.56;0.14;02. Apr;0.064;13;29;0.99397;Mrz 42;0.62;11. Jul;7
7;0.55;0.13;02. Feb;0.075;15;35;0.9959;Mrz 36;0.59;09. Jul;6
06. Jan;0.53;0.08;01. Sep;0.077;24;45;0.99528;03. Jun;0.68;10. Mrz;6
05. Apr;0.58;0.08;01. Sep;0.059;20;31;0.99484;03. Mai;0.64;10. Feb;6
06. Feb;0.64;0.09;02. Mai;0.081;15;26;0.99538;Mrz 57;0.63;12;5
07. Feb;0.39;0.32;01. Aug;0.065;34;60;0.99714;Mrz 46;0.78;09. Sep;5
06. Feb;0.52;0.08;04. Apr;0.071;11;32;0.99646;Mrz 56;0.63;11. Jun;6
07. Apr;0.25;0.29;02. Feb;0.054;19;49;0.99666;03. Apr;0.76;10. Sep;7
06. Jul;0.855;0.02;01. Sep;0.064;29;38;0.99472;03. Mrz;0.56;Okt 75;6
11. Jan;0.44;0.42;02. Feb;0.064;14;19;0.99758;Mrz 25;0.57;10. Apr;6
08. Apr;0.37;0.43;02. Mrz;0.063;12;19;0.9955;Mrz 17;0.81;11. Feb;7
06. Mai;0.63;0.33;01. Aug;0.059;16;28;0.99531;Mrz 36;0.64;10. Jan;6
7;0.57;0.02;2;0.072;17;26;0.99575;Mrz 36;0.61;10. Feb;5
06. Mrz;0.6;0.1;01. Jun;0.048;12;26;0.99306;Mrz 55;0.51;12. Jan;5
11. Feb;0.4;0.5;2;0.099;19;50;0.99783;03. Jan;0.58;10. Apr;5
07. Apr;0.36;0.3;01. Aug;0.074;17;24;0.99419;Mrz 24;0.7;11. Apr;8
07. Jan;0.68;0;02. Mrz;0.087;17;26;0.99783;Mrz 45;0.53;09. Mai;5
07. Jan;0.67;0;02. Mrz;0.083;18;27;0.99768;Mrz 44;0.54;09. Apr;5
06. Mrz;0.68;0.01;03. Jul;0.103;32;54;0.99586;Mrz 51;0.66;11. Mrz;6
07. Mrz;0.735;0;02. Feb;0.08;18;28;0.99765;Mrz 41;0.6;09. Apr;5
06. Jun;0.855;0.02;02. Apr;0.062;15;23;0.99627;Mrz 54;0.6;11;6
7;0.56;0.17;01. Jul;0.065;15;24;0.99514;Mrz 44;0.68;Okt 55;7
06. Jun;0.88;0.04;02. Feb;0.066;12;20;0.99636;Mrz 53;0.56;09. Sep;5
06. Jun;0.855;0.02;02. Apr;0.062;15;23;0.99627;Mrz 54;0.6;11;6
06. Sep;0.63;0.33;06. Jul;0.235;66;115;0.99787;Mrz 22;0.56;09. Mai;5
07. Aug;0.6;0.26;2;0.08;31;131;0.99622;Mrz 21;0.52;09. Sep;5
07. Aug;0.6;0.26;2;0.08;31;131;0.99622;Mrz 21;0.52;09. Sep;5
07. Aug;0.6;0.26;2;0.08;31;131;0.99622;Mrz 21;0.52;09. Sep;5
07. Feb;0.695;0.13;2;0.076;12;20;0.99546;Mrz 29;0.54;10. Jan;5
07. Feb;0.695;0.13;2;0.076;12;20;0.99546;Mrz 29;0.54;10. Jan;5
07. Feb;0.695;0.13;2;0.076;12;20;0.99546;Mrz 29;0.54;10. Jan;5
06. Jul;0.67;0.02;01. Sep;0.061;26;42;0.99489;Mrz 39;0.82;10. Sep;6
06. Jul;0.16;0.64;02. Jan;0.059;24;52;0.99494;Mrz 34;0.71;11. Feb;6
07. Feb;0.695;0.13;2;0.076;12;20;0.99546;Mrz 29;0.54;10. Jan;5
7;0.56;0.13;01. Jun;0.077;25;42;0.99629;Mrz 34;0.59;09. Feb;5
06. Feb;0.51;0.14;01. Sep;0.056;15;34;0.99396;Mrz 48;0.57;11. Mai;6
06. Apr;0.36;0.53;02. Feb;0.23;19;35;0.9934;Mrz 37;0.93;12. Apr;6
06. Apr;0.38;0.14;02. Feb;0.038;15;25;0.99514;Mrz 44;0.65;11. Jan;6
07. Mrz;0.69;0.32;02. Feb;0.069;35;104;0.99632;Mrz 33;0.51;09. Mai;5
6;0.58;0.2;02. Apr;0.075;15;50;0.99467;Mrz 58;0.67;12. Mai;6
05. Jun;0.31;0.78;13. Sep;0.074;23;92;0.99677;Mrz 39;0.48;10. Mai;6
07. Mai;0.52;0.4;02. Feb;0.06;12;20;0.99474;Mrz 26;0.64;11. Aug;6
8;0.3;0.63;01. Jun;0.081;16;29;0.99588;03. Mrz;0.78;10. Aug;6
06. Feb;0.7;0.15;05. Jan;0.076;13;27;0.99622;Mrz 54;0.6;11. Sep;6
06. Aug;0.67;0.15;01. Aug;0.118;13;20;0.9954;Mrz 42;0.67;11. Mrz;6
06. Feb;0.56;0.09;01. Jul;0.053;24;32;0.99402;Mrz 54;0.6;11. Mrz;5
07. Apr;0.35;0.33;02. Apr;0.068;9;26;0.9947;Mrz 36;0.6;11. Sep;6
06. Feb;0.56;0.09;01. Jul;0.053;24;32;0.99402;Mrz 54;0.6;11. Mrz;5
06. Jan;0.715;0.1;02. Jun;0.053;13;27;0.99362;Mrz 57;0.5;11. Sep;5
06. Feb;0.46;0.29;02. Jan;0.074;32;98;0.99578;Mrz 33;0.62;09. Aug;5
06. Jul;0.32;0.44;02. Apr;0.061;24;34;0.99484;Mrz 29;0.8;11. Jun;7
07. Feb;0.39;0.44;02. Jun;0.066;22;48;0.99494;03. Mrz;0.84;11. Mai;6
07. Mai;0.31;0.41;02. Apr;0.065;34;60;0.99492;Mrz 34;0.85;11. Apr;6
05. Aug;0.61;0.11;01. Aug;0.066;18;28;0.99483;Mrz 55;0.66;10. Sep;6
07. Feb;0.66;0.33;02. Mai;0.068;34;102;0.99414;Mrz 27;0.78;12. Aug;6
06. Jun;0.725;0.2;07. Aug;0.073;29;79;0.9977;Mrz 29;0.54;09. Feb;5
06. Mrz;0.55;0.15;01. Aug;0.077;26;35;0.99314;Mrz 32;0.82;11. Jun;6
05. Apr;0.74;0.09;01. Jul;0.089;16;26;0.99402;Mrz 67;0.56;11. Jun;6
06. Mrz;0.51;0.13;02. Mrz;0.076;29;40;0.99574;Mrz 42;0.75;11;6
06. Aug;0.62;0.08;01. Sep;0.068;28;38;0.99651;Mrz 42;0.82;09. Mai;6
06. Feb;0.6;0.08;2;0.09;32;44;0.9949;Mrz 45;0.58;10. Mai;5
05. Sep;0.55;0.1;02. Feb;0.062;39;51;0.99512;Mrz 52;0.76;11. Feb;6
06. Mrz;0.51;0.13;02. Mrz;0.076;29;40;0.99574;Mrz 42;0.75;11;6
05. Sep;0.645;0.12;2;0.075;32;44;0.99547;Mrz 57;0.71;10. Feb;5
6;0.31;0.47;03. Jun;0.067;18;42;0.99549;Mrz 39;0.66;11;6
